Commodity,Date,Minimum,Maximum,Average
Pomegranate,07/30/2023,300.00,350.00,325.00
Potato Red,07/30/2023,48.00,50.00,49.00
Potato Red(Indian),07/30/2023,36.00,38.00,37.00
Potato Red(Mude),07/30/2023,37.00,40.00,38.33
Potato White,07/30/2023,34.00,35.00,34.33
Pumpkin,07/30/2023,40.00,45.00,42.33
Raddish Red,07/30/2023,30.00,40.00,35.00
Raddish White(Hybrid),07/30/2023,30.00,40.00,35.00
Raddish White(Local),07/30/2023,15.00,20.00,17.67
Red Cabbbage,07/30/2023,60.00,70.00,65.00
Smooth Gourd,07/30/2023,30.00,40.00,35.00
Snake Gourd,07/30/2023,20.00,30.00,25.00
Soyabean Green,07/30/2023,90.00,100.00,95.00
Sponge Gourd,07/30/2023,50.00,60.00,55.00
Squash(Round),07/30/2023,60.00,70.00,65.00
Sugarbeet,07/30/2023,70.00,80.00,75.00
Sweet Orange,07/30/2023,220.00,250.00,235.00
Sword Bean,07/30/2023,70.00,80.00,75.00
Tamarind,07/30/2023,150.00,160.00,155.00
Tofu,07/30/2023,110.00,120.00,115.00
Tomato Big(Nepali),07/30/2023,100.00,110.00,105.00
Tomato Small(Local),07/30/2023,50.00,60.00,55.00
Tomato Small(Tunnel),07/30/2023,70.00,80.00,75.00
Turnip A,07/30/2023,70.00,80.00,75.00
Water Melon(Green),07/30/2023,80.00,90.00,85.00
Apple(Fuji),07/31/2023,350.00,400.00,383.33
Arum,07/31/2023,70.00,80.00,76.67
Asparagus,07/31/2023,300.00,400.00,350.00
Avocado,07/31/2023,550.00,600.00,575.00
Bamboo Shoot,07/31/2023,90.00,100.00,95.00
Banana,07/31/2023,140.00,150.00,146.67
Bitter Gourd,07/31/2023,45.00,55.00,50.00
Bottle Gourd,07/31/2023,40.00,50.00,45.00
Brd Leaf Mustard,07/31/2023,80.00,90.00,86.67
Brinjal Long,07/31/2023,30.00,40.00,35.00
Brinjal Round,07/31/2023,70.00,80.00,76.67
Brocauli,07/31/2023,80.00,90.00,86.67
Cabbage(Local),07/31/2023,10.00,15.00,12.50
Capsicum,07/31/2023,70.00,80.00,76.00
Carrot(Local),07/31/2023,110.00,120.00,115.00
Cauli Local,07/31/2023,60.00,70.00,65.00
Cauli Local(Jyapu),07/31/2023,70.00,80.00,75.00
Celery,07/31/2023,120.00,150.00,140.00
Chilli Dry,07/31/2023,450.00,480.00,465.00
Chilli Green,07/31/2023,70.00,80.00,75.00
Chilli Green(Akbare),07/31/2023,300.00,350.00,325.00
Chilli Green(Bullet),07/31/2023,80.00,90.00,86.67
Chilli Green(Machhe),07/31/2023,50.00,60.00,56.67
Christophine,07/31/2023,70.00,80.00,76.67
Clive Dry,07/31/2023,170.00,180.00,176.67
Coriander Green,07/31/2023,100.00,150.00,130.00
Cow pea(Long),07/31/2023,40.00,50.00,45.00
Cowpea(Short),07/31/2023,60.00,70.00,65.00
Cucumber(Hybrid),07/31/2023,14.00,18.00,15.50
Cucumber(Local),07/31/2023,40.00,50.00,45.00
Fish Fresh(Bachuwa),07/31/2023,240.00,250.00,246.67
Fish Fresh(Chhadi),07/31/2023,240.00,250.00,246.67
Fish Fresh(Mungari),07/31/2023,280.00,290.00,286.67
Fish Fresh(Rahu),07/31/2023,310.00,320.00,313.33
French Bean(Hybrid),07/31/2023,30.00,35.00,31.67
French Bean(Local),07/31/2023,25.00,30.00,28.00
French Bean(Rajma),07/31/2023,80.00,90.00,86.67
Garlic Dry Chinese,07/31/2023,270.00,280.00,275.00
Garlic Dry Nepali,07/31/2023,210.00,220.00,215.00
Garlic Green,07/31/2023,90.00,100.00,96.67
Ginger,07/31/2023,260.00,280.00,270.00
Grapes(Black),07/31/2023,500.00,550.00,525.00
Jack Fruit,07/31/2023,35.00,40.00,38.33
Kiwi,07/31/2023,750.00,800.00,775.00
Lettuce,07/31/2023,150.00,200.00,175.00
Lime,07/31/2023,130.00,150.00,137.50
Mandarin,07/31/2023,250.00,260.00,255.00
Mango(Chousa),07/31/2023,180.00,200.00,190.00
Mango(Dushari),07/31/2023,160.00,180.00,170.00
Mango(Maldah),07/31/2023,180.00,200.00,193.33
Mint,07/31/2023,150.00,200.00,175.00
Mushroom(Button),07/31/2023,360.00,400.00,380.00
Mushroom(Kanya),07/31/2023,160.00,180.00,170.00
Mustard Leaf,07/31/2023,50.00,60.00,56.67
Neuro,07/31/2023,70.00,80.00,76.67
Okara,07/31/2023,35.00,45.00,40.00
Onion Dry (Indian),07/31/2023,45.00,48.00,46.60
Onion Green,07/31/2023,70.00,80.00,77.50
Papaya(Indian),07/31/2023,90.00,100.00,96.67
Parseley,07/31/2023,300.00,400.00,366.67
Pear(Chinese),07/31/2023,300.00,320.00,310.00
Pear(Local),07/31/2023,70.00,80.00,76.67
Pineapple,07/31/2023,150.00,180.00,165.00
Pointed Gourd(Local),07/31/2023,35.00,40.00,37.50
Pomegranate,07/31/2023,300.00,350.00,333.33
Potato Red,07/31/2023,48.00,50.00,49.00
Potato Red(Indian),07/31/2023,35.00,36.00,35.50
Potato Red(Mude),07/31/2023,39.00,41.00,40.00
Potato White,07/31/2023,34.00,35.00,34.50
Pumpkin,07/31/2023,40.00,45.00,42.50
Raddish Red,07/31/2023,30.00,40.00,35.00
Raddish White(Hybrid),07/31/2023,30.00,35.00,32.50
Raddish White(Local),07/31/2023,15.00,20.00,17.50
Red Cabbbage,07/31/2023,70.00,80.00,76.67
Smooth Gourd,07/31/2023,30.00,40.00,34.00
Snake Gourd,07/31/2023,30.00,40.00,36.67
Soyabean Green,07/31/2023,80.00,90.00,85.00
Sponge Gourd,07/31/2023,40.00,50.00,46.67
Squash(Round),07/31/2023,70.00,80.00,75.00
Sugarbeet,07/31/2023,80.00,90.00,86.67
Sweet Orange,07/31/2023,220.00,250.00,235.00
Sword Bean,07/31/2023,80.00,90.00,86.67
Tamarind,07/31/2023,140.00,150.00,146.67
Tofu,07/31/2023,110.00,120.00,116.67
Tomato Big(Nepali),07/31/2023,120.00,140.00,130.00
Tomato Small(Local),07/31/2023,40.00,50.00,46.67
Tomato Small(Tunnel),07/31/2023,80.00,95.00,89.00
Turnip A,07/31/2023,70.00,80.00,75.00
Water Melon(Green),07/31/2023,80.00,90.00,83.33
Apple(Fuji),08/01/2023,350.00,400.00,375.00
Arum,08/01/2023,70.00,80.00,75.00
Asparagus,08/01/2023,300.00,400.00,350.00
Avocado,08/01/2023,500.00,550.00,525.00
Bamboo Shoot,08/01/2023,90.00,100.00,96.00
Banana,08/01/2023,140.00,150.00,145.00
Bitter Gourd,08/01/2023,40.00,50.00,46.00
Bottle Gourd,08/01/2023,40.00,50.00,45.00
Brd Leaf Mustard,08/01/2023,70.00,80.00,76.67
Brinjal Long,08/01/2023,30.00,40.00,35.00
Brinjal Round,08/01/2023,70.00,80.00,75.00
Brocauli,08/01/2023,80.00,90.00,85.00
Cabbage(Local),08/01/2023,10.00,15.00,12.50
Capsicum,08/01/2023,70.00,80.00,75.00
Carrot(Local),08/01/2023,110.00,120.00,115.00
Cauli Local,08/01/2023,60.00,80.00,68.00
Celery,08/01/2023,120.00,150.00,135.00
Chilli Dry,08/01/2023,450.00,500.00,475.00
Chilli Green,08/01/2023,60.00,70.00,65.00
Chilli Green(Akbare),08/01/2023,200.00,250.00,225.00
Chilli Green(Bullet),08/01/2023,60.00,70.00,65.00
Chilli Green(Machhe),08/01/2023,40.00,50.00,46.67
Christophine,08/01/2023,70.00,80.00,75.00
Coriander Green,08/01/2023,70.00,100.00,86.00
Cow pea(Long),08/01/2023,40.00,50.00,45.00
Cowpea(Short),08/01/2023,60.00,70.00,66.67
Cucumber(Hybrid),08/01/2023,10.00,15.00,13.00
Cucumber(Local),08/01/2023,30.00,40.00,36.00
Fish Fresh(Bachuwa),08/01/2023,240.00,250.00,246.67
Fish Fresh(Chhadi),08/01/2023,240.00,250.00,246.67
Fish Fresh(Mungari),08/01/2023,280.00,290.00,286.67
Fish Fresh(Rahu),08/01/2023,310.00,320.00,316.67
French Bean(Hybrid),08/01/2023,25.00,35.00,31.00
French Bean(Local),08/01/2023,25.00,30.00,28.00
Garlic Dry Chinese,08/01/2023,270.00,280.00,276.00
Garlic Dry Nepali,08/01/2023,230.00,240.00,236.67
Garlic Green,08/01/2023,70.00,80.00,76.67
Ginger,08/01/2023,260.00,280.00,270.00
Grapes(Black),08/01/2023,450.00,500.00,475.00
Jack Fruit,08/01/2023,30.00,40.00,36.25
Kiwi,08/01/2023,750.00,800.00,775.00
Lettuce,08/01/2023,150.00,180.00,165.00
Lime,08/01/2023,140.00,160.00,150.00
Mandarin,08/01/2023,250.00,260.00,255.00
Mango(Chousa),08/01/2023,180.00,200.00,190.00
Mango(Dushari),08/01/2023,180.00,200.00,190.00
Mango(Maldah),08/01/2023,180.00,200.00,190.00
Mint,08/01/2023,200.00,220.00,210.00
Mushroom(Button),08/01/2023,340.00,380.00,362.50
Mushroom(Kanya),08/01/2023,150.00,180.00,160.00
Mustard Leaf,08/01/2023,50.00,60.00,55.00
Neuro,08/01/2023,70.00,80.00,76.67
Okara,08/01/2023,30.00,40.00,35.00
Onion Dry (Indian),08/01/2023,45.00,48.00,46.50
Onion Green,08/01/2023,80.00,90.00,86.67
Papaya(Indian),08/01/2023,90.00,100.00,96.67
Parseley,08/01/2023,300.00,400.00,350.00
Pear(Chinese),08/01/2023,300.00,350.00,325.00
Pear(Local),08/01/2023,70.00,80.00,76.67
Pineapple,08/01/2023,150.00,180.00,165.00
Pointed Gourd(Local),08/01/2023,35.00,40.00,37.50
Pomegranate,08/01/2023,300.00,350.00,333.33
Potato Red,08/01/2023,48.00,50.00,49.20
Potato Red(Indian),08/01/2023,36.00,37.00,36.67
Potato Red(Mude),08/01/2023,38.00,40.00,39.00
Pumpkin,08/01/2023,45.00,50.00,47.50
Raddish Red,08/01/2023,30.00,40.00,36.67
Raddish White(Hybrid),08/01/2023,30.00,40.00,36.67
Raddish White(Local),08/01/2023,15.00,20.00,17.50
Red Cabbbage,08/01/2023,60.00,70.00,65.00
Smooth Gourd,08/01/2023,25.00,35.00,30.00
Snake Gourd,08/01/2023,30.00,40.00,35.00
Soyabean Green,08/01/2023,80.00,90.00,85.00
Sponge Gourd,08/01/2023,40.00,50.00,45.00
Squash(Round),08/01/2023,60.00,70.00,65.00
Sugarbeet,08/01/2023,70.00,80.00,76.67
Sweet Orange,08/01/2023,220.00,250.00,235.00
Sword Bean,08/01/2023,70.00,80.00,76.67
Tamarind,08/01/2023,140.00,150.00,146.67
Tofu,08/01/2023,110.00,120.00,116.67
Tomato Big(Nepali),08/01/2023,120.00,140.00,130.00
Tomato Small(Local),08/01/2023,45.00,55.00,50.00
Tomato Small(Tunnel),08/01/2023,85.00,95.00,90.00
Turnip A,08/01/2023,70.00,80.00,76.67
Water Melon(Green),08/01/2023,80.00,90.00,86.67
Apple(Fuji),08/02/2023,320.00,350.00,340.00
Arum,08/02/2023,70.00,80.00,75.00
Asparagus,08/02/2023,350.00,450.00,400.00
Avocado,08/02/2023,500.00,550.00,525.00
Bamboo Shoot,08/02/2023,90.00,100.00,95.00
Banana,08/02/2023,140.00,150.00,146.67
Bitter Gourd,08/02/2023,30.00,40.00,35.00
Bottle Gourd,08/02/2023,40.00,50.00,45.00
Brd Leaf Mustard,08/02/2023,70.00,80.00,75.00
Brinjal Long,08/02/2023,30.00,35.00,32.50
Brinjal Round,08/02/2023,45.00,50.00,47.50
Brocauli,08/02/2023,90.00,100.00,95.00
Cabbage(Local),08/02/2023,10.00,15.00,12.50
Capsicum,08/02/2023,70.00,80.00,76.00
Carrot(Local),08/02/2023,110.00,120.00,116.00
Cauli Local,08/02/2023,60.00,80.00,72.00
Celery,08/02/2023,120.00,150.00,140.00
Chilli Dry,08/02/2023,450.00,500.00,475.00
Chilli Green,08/02/2023,50.00,60.00,56.00
Chilli Green(Akbare),08/02/2023,300.00,350.00,325.00
Chilli Green(Bullet),08/02/2023,50.00,60.00,57.50
Chilli Green(Machhe),08/02/2023,40.00,50.00,45.00
Christophine,08/02/2023,70.00,80.00,73.33
Clive Dry,08/02/2023,200.00,220.00,210.00
Coriander Green,08/02/2023,80.00,100.00,90.00
Cow pea(Long),08/02/2023,40.00,50.00,45.00
Cowpea(Short),08/02/2023,60.00,70.00,66.67
Cucumber(Hybrid),08/02/2023,15.00,20.00,18.00
Cucumber(Local),08/02/2023,40.00,50.00,45.00
Drumstick,08/02/2023,240.00,250.00,245.00
Fish Fresh(Bachuwa),08/02/2023,240.00,250.00,246.67
Fish Fresh(Chhadi),08/02/2023,240.00,250.00,246.67
Fish Fresh(Mungari),08/02/2023,280.00,290.00,286.67
Fish Fresh(Rahu),08/02/2023,310.00,320.00,316.67
French Bean(Hybrid),08/02/2023,25.00,35.00,30.00
French Bean(Local),08/02/2023,25.00,30.00,27.50
Garlic Dry Chinese,08/02/2023,270.00,280.00,276.00
Garlic Dry Nepali,08/02/2023,230.00,240.00,236.67
Garlic Green,08/02/2023,70.00,80.00,76.67
Ginger,08/02/2023,250.00,280.00,264.00
Grapes(Black),08/02/2023,450.00,500.00,475.00
Jack Fruit,08/02/2023,30.00,40.00,35.00
Kiwi,08/02/2023,750.00,800.00,775.00
Lettuce,08/02/2023,150.00,180.00,165.00
Lime,08/02/2023,130.00,150.00,138.00
Mandarin,08/02/2023,250.00,260.00,255.00
Mango(Chousa),08/02/2023,180.00,200.00,190.00
Mango(Dushari),08/02/2023,160.00,180.00,170.00
Mango(Maldah),08/02/2023,180.00,200.00,193.33
Mint,08/02/2023,200.00,220.00,210.00
Mombin,08/02/2023,70.00,80.00,75.00
Mushroom(Button),08/02/2023,300.00,350.00,324.00
Mushroom(Kanya),08/02/2023,150.00,180.00,164.00
Mustard Leaf,08/02/2023,50.00,60.00,56.67
Neuro,08/02/2023,70.00,80.00,76.00
Okara,08/02/2023,35.00,40.00,38.00
Onion Dry (Indian),08/02/2023,45.00,48.00,46.50
Onion Green,08/02/2023,70.00,80.00,76.67
Papaya(Indian),08/02/2023,90.00,100.00,96.67
Parseley,08/02/2023,300.00,400.00,350.00
Pear(Chinese),08/02/2023,300.00,320.00,310.00
Pear(Local),08/02/2023,70.00,80.00,76.67
Pineapple,08/02/2023,150.00,180.00,165.00
Pointed Gourd(Local),08/02/2023,35.00,40.00,37.50
Pomegranate,08/02/2023,300.00,350.00,325.00
Potato Red,08/02/2023,48.00,50.00,49.20
Potato Red(Indian),08/02/2023,35.00,36.00,35.50
Potato Red(Mude),08/02/2023,38.00,40.00,39.00
Potato White,08/02/2023,35.00,36.00,35.67
Pumpkin,08/02/2023,40.00,45.00,42.50
Raddish Red,08/02/2023,30.00,40.00,36.67
Raddish White(Hybrid),08/02/2023,40.00,50.00,45.00
Raddish White(Local),08/02/2023,25.00,30.00,27.50
Red Cabbbage,08/02/2023,70.00,80.00,76.67
Smooth Gourd,08/02/2023,25.00,35.00,30.00
Snake Gourd,08/02/2023,30.00,40.00,35.00
Soyabean Green,08/02/2023,90.00,100.00,95.00
Sponge Gourd,08/02/2023,40.00,50.00,45.00
Squash(Round),08/02/2023,60.00,70.00,65.00
Sugarbeet,08/02/2023,80.00,90.00,86.67
Sweet Orange,08/02/2023,220.00,250.00,235.00
Sword Bean,08/02/2023,70.00,80.00,76.67
Tamarind,08/02/2023,140.00,150.00,146.67
Tofu,08/02/2023,110.00,120.00,116.67
Tomato Big(Nepali),08/02/2023,140.00,150.00,146.00
Tomato Small(Local),08/02/2023,50.00,60.00,56.67
Tomato Small(Tunnel),08/02/2023,85.00,100.00,94.00
Turnip A,08/02/2023,70.00,80.00,75.00
Water Melon(Green),08/02/2023,80.00,90.00,86.67
Apple(Fuji),08/03/2023,320.00,360.00,343.33
Arum,08/03/2023,70.00,80.00,75.00
Asparagus,08/03/2023,350.00,450.00,400.00
Avocado,08/03/2023,500.00,600.00,550.00
Bamboo Shoot,08/03/2023,90.00,100.00,95.00
Banana,08/03/2023,140.00,150.00,146.67
Bitter Gourd,08/03/2023,30.00,40.00,35.00
Bottle Gourd,08/03/2023,40.00,50.00,45.00
Brd Leaf Mustard,08/03/2023,70.00,80.00,76.67
Brinjal Long,08/03/2023,30.00,40.00,35.00
Brinjal Round,08/03/2023,50.00,60.00,56.67
Brocauli,08/03/2023,100.00,110.00,105.00
Cabbage(Local),08/03/2023,10.00,15.00,12.50
Capsicum,08/03/2023,60.00,70.00,65.00
Carrot(Local),08/03/2023,100.00,120.00,110.00
Cauli Local,08/03/2023,60.00,80.00,70.00
Celery,08/03/2023,120.00,150.00,140.00
Chilli Dry,08/03/2023,450.00,500.00,475.00
Chilli Green,08/03/2023,50.00,60.00,55.00
Chilli Green(Akbare),08/03/2023,250.00,300.00,275.00
Chilli Green(Bullet),08/03/2023,50.00,60.00,55.00
Chilli Green(Machhe),08/03/2023,40.00,50.00,46.67
Christophine,08/03/2023,60.00,70.00,66.67
Clive Dry,08/03/2023,200.00,220.00,210.00
Coriander Green,08/03/2023,80.00,120.00,98.00
Cow pea(Long),08/03/2023,40.00,50.00,45.00
Cowpea(Short),08/03/2023,60.00,70.00,66.67
Cucumber(Hybrid),08/03/2023,15.00,20.00,17.67
Cucumber(Local),08/03/2023,40.00,50.00,45.00
Drumstick,08/03/2023,220.00,230.00,225.00
Fish Fresh(Bachuwa),08/03/2023,240.00,250.00,246.67
Fish Fresh(Chhadi),08/03/2023,240.00,250.00,246.67
Fish Fresh(Mungari),08/03/2023,280.00,290.00,286.67
Fish Fresh(Rahu),08/03/2023,310.00,320.00,316.67
French Bean(Hybrid),08/03/2023,30.00,40.00,35.00
French Bean(Local),08/03/2023,30.00,40.00,34.00
French Bean(Rajma),08/03/2023,90.00,100.00,95.00
Garlic Dry Chinese,08/03/2023,260.00,280.00,270.00
Garlic Dry Nepali,08/03/2023,240.00,250.00,246.67
Garlic Green,08/03/2023,80.00,90.00,86.67
Ginger,08/03/2023,250.00,280.00,264.00
Grapes(Black),08/03/2023,450.00,500.00,475.00
Jack Fruit,08/03/2023,30.00,40.00,35.00
Kiwi,08/03/2023,700.00,800.00,750.00
Lettuce,08/03/2023,150.00,200.00,175.00
Lime,08/03/2023,130.00,150.00,140.00
Mandarin,08/03/2023,250.00,260.00,255.00
Mango(Chousa),08/03/2023,180.00,200.00,190.00
Mango(Dushari),08/03/2023,180.00,200.00,190.00
Mango(Maldah),08/03/2023,180.00,200.00,193.33
Mint,08/03/2023,200.00,250.00,225.00
Mushroom(Button),08/03/2023,300.00,350.00,324.00
Mushroom(Kanya),08/03/2023,160.00,200.00,180.00
Mustard Leaf,08/03/2023,50.00,60.00,55.00
Neuro,08/03/2023,70.00,80.00,76.67
Okara,08/03/2023,35.00,45.00,39.00
Onion Dry (Indian),08/03/2023,45.00,48.00,46.40
Onion Green,08/03/2023,70.00,80.00,76.67
Papaya(Indian),08/03/2023,90.00,100.00,96.67
Parseley,08/03/2023,300.00,400.00,350.00
Pear(Chinese),08/03/2023,300.00,350.00,325.00
Pear(Local),08/03/2023,80.00,90.00,86.67
Pineapple,08/03/2023,150.00,200.00,176.67
Pointed Gourd(Local),08/03/2023,35.00,45.00,40.00
Pomegranate,08/03/2023,320.00,350.00,340.00
Potato Red,08/03/2023,48.00,50.00,49.20
Potato Red(Indian),08/03/2023,36.00,37.00,36.50
Potato Red(Mude),08/03/2023,40.00,42.00,41.00
Potato White,08/03/2023,35.00,36.00,35.50
Pumpkin,08/03/2023,40.00,45.00,42.50
Raddish Red,08/03/2023,40.00,50.00,46.67
Raddish White(Hybrid),08/03/2023,40.00,50.00,45.00
Raddish White(Local),08/03/2023,30.00,40.00,35.00
Red Cabbbage,08/03/2023,70.00,80.00,76.67
Smooth Gourd,08/03/2023,30.00,40.00,35.00
Snake Gourd,08/03/2023,30.00,40.00,36.67
Soyabean Green,08/03/2023,80.00,90.00,85.00
Sponge Gourd,08/03/2023,35.00,40.00,37.50
Squash(Round),08/03/2023,60.00,70.00,65.00
Sugarbeet,08/03/2023,70.00,80.00,76.67
Sweet Orange,08/03/2023,220.00,250.00,235.00
Sword Bean,08/03/2023,60.00,70.00,65.00
Tamarind,08/03/2023,140.00,150.00,146.67
Tofu,08/03/2023,110.00,120.00,116.67
Tomato Big(Nepali),08/03/2023,160.00,180.00,170.00
Tomato Small(Tunnel),08/03/2023,94.00,110.00,102.80
Turnip A,08/03/2023,70.00,80.00,76.67
Water Melon(Green),08/03/2023,80.00,90.00,86.67
Apple(Fuji),08/04/2023,320.00,350.00,335.00
Arum,08/04/2023,60.00,70.00,66.67
Asparagus,08/04/2023,350.00,400.00,383.33
Avocado,08/04/2023,500.00,600.00,550.00
Bamboo Shoot,08/04/2023,90.00,100.00,96.67
Banana,08/04/2023,140.00,150.00,145.00
Bitter Gourd,08/04/2023,35.00,40.00,38.00
Bottle Gourd,08/04/2023,40.00,50.00,46.00
Brd Leaf Mustard,08/04/2023,70.00,80.00,76.67
Brinjal Long,08/04/2023,30.00,35.00,32.50
Brinjal Round,08/04/2023,50.00,60.00,56.67
Brocauli,08/04/2023,80.00,90.00,86.67
Cabbage(Local),08/04/2023,15.00,20.00,17.60
Capsicum,08/04/2023,70.00,80.00,75.00
Carrot(Local),08/04/2023,100.00,110.00,105.00
Cauli Local,08/04/2023,60.00,80.00,70.00
Celery,08/04/2023,120.00,150.00,135.00
Chilli Dry,08/04/2023,450.00,480.00,465.00
Chilli Green,08/04/2023,60.00,70.00,65.00
Chilli Green(Akbare),08/04/2023,250.00,300.00,275.00
Chilli Green(Bullet),08/04/2023,70.00,80.00,76.67
Chilli Green(Machhe),08/04/2023,40.00,45.00,43.33
Christophine,08/04/2023,60.00,70.00,66.67
Clive Dry,08/04/2023,220.00,230.00,225.00
Coriander Green,08/04/2023,90.00,120.00,106.00
Cow pea(Long),08/04/2023,40.00,50.00,45.00
Cowpea(Short),08/04/2023,60.00,70.00,65.00
Cucumber(Hybrid),08/04/2023,15.00,20.00,17.50
Cucumber(Local),08/04/2023,40.00,50.00,45.00
Drumstick,08/04/2023,210.00,220.00,215.00
Fish Fresh(Bachuwa),08/04/2023,240.00,250.00,246.67
Fish Fresh(Chhadi),08/04/2023,240.00,250.00,246.67
Fish Fresh(Mungari),08/04/2023,280.00,290.00,285.00
Fish Fresh(Rahu),08/04/2023,310.00,320.00,315.00
French Bean(Hybrid),08/04/2023,30.00,40.00,35.00
French Bean(Local),08/04/2023,30.00,40.00,35.00
French Bean(Rajma),08/04/2023,90.00,100.00,95.00
Garlic Dry Chinese,08/04/2023,260.00,280.00,270.00
Garlic Dry Nepali,08/04/2023,240.00,250.00,246.67
Garlic Green,08/04/2023,70.00,80.00,76.67
Ginger,08/04/2023,260.00,280.00,270.00
Grapes(Black),08/04/2023,450.00,500.00,475.00
Jack Fruit,08/04/2023,30.00,40.00,35.00
Kiwi,08/04/2023,700.00,800.00,750.00
Lettuce,08/04/2023,160.00,180.00,170.00
Lime,08/04/2023,130.00,140.00,136.67
Mandarin,08/04/2023,220.00,250.00,235.00
Mango(Chousa),08/04/2023,180.00,200.00,190.00
Mango(Dushari),08/04/2023,180.00,200.00,190.00
Mango(Maldah),08/04/2023,180.00,200.00,190.00
Mint,08/04/2023,200.00,220.00,210.00
Mombin,08/04/2023,70.00,80.00,75.00
Mushroom(Button),08/04/2023,350.00,400.00,380.00
Mushroom(Kanya),08/04/2023,160.00,200.00,180.00
Mustard Leaf,08/04/2023,50.00,60.00,56.67
Neuro,08/04/2023,80.00,90.00,85.00
Okara,08/04/2023,35.00,45.00,40.00
Onion Dry (Indian),08/04/2023,45.00,48.00,46.40
Onion Green,08/04/2023,70.00,80.00,76.67
Papaya(Indian),08/04/2023,90.00,100.00,96.67
Parseley,08/04/2023,300.00,400.00,350.00
Pear(Chinese),08/04/2023,300.00,320.00,310.00
Pear(Local),08/04/2023,80.00,90.00,85.00
Pineapple,08/04/2023,150.00,180.00,165.00
Pointed Gourd(Local),08/04/2023,35.00,40.00,37.50
Pomegranate,08/04/2023,320.00,350.00,335.00
Potato Red,08/04/2023,48.00,50.00,49.00
Potato Red(Indian),08/04/2023,36.00,37.00,36.50
Potato Red(Mude),08/04/2023,38.00,40.00,39.00
Potato White,08/04/2023,35.00,36.00,35.67
Pumpkin,08/04/2023,40.00,45.00,43.33
Raddish Red,08/04/2023,40.00,50.00,45.00
Raddish White(Hybrid),08/04/2023,40.00,50.00,45.00
Raddish White(Local),08/04/2023,25.00,30.00,28.33
Red Cabbbage,08/04/2023,70.00,80.00,76.67
Smooth Gourd,08/04/2023,25.00,35.00,29.00
Snake Gourd,08/04/2023,30.00,40.00,36.67
Soyabean Green,08/04/2023,70.00,80.00,76.67
Sponge Gourd,08/04/2023,35.00,40.00,38.33
Squash(Round),08/04/2023,60.00,70.00,66.67
Sugarbeet,08/04/2023,70.00,80.00,76.67
Sweet Orange,08/04/2023,180.00,200.00,190.00
Sword Bean,08/04/2023,70.00,80.00,76.67
Tamarind,08/04/2023,140.00,150.00,146.67
Tofu,08/04/2023,110.00,120.00,116.67
Tomato Big(Nepali),08/04/2023,160.00,180.00,170.00
Tomato Small(Local),08/04/2023,70.00,80.00,75.00
Tomato Small(Tunnel),08/04/2023,98.00,115.00,108.60
Turnip A,08/04/2023,70.00,80.00,76.67
Water Melon(Green),08/04/2023,70.00,80.00,76.67
Apple(Fuji),08/05/2023,320.00,350.00,335.00
Arum,08/05/2023,60.00,70.00,65.00
Asparagus,08/05/2023,400.00,450.00,433.33
Avocado,08/05/2023,500.00,600.00,550.00
Bamboo Shoot,08/05/2023,90.00,100.00,96.67
Banana,08/05/2023,140.00,150.00,146.67
Bitter Gourd,08/05/2023,35.00,45.00,39.00
Bottle Gourd,08/05/2023,40.00,50.00,46.67
Brd Leaf Mustard,08/05/2023,70.00,80.00,76.67
Brinjal Long,08/05/2023,30.00,40.00,35.00
Brinjal Round,08/05/2023,40.00,50.00,45.00
Brocauli,08/05/2023,90.00,100.00,95.00
Cabbage(Local),08/05/2023,15.00,20.00,17.50
Capsicum,08/05/2023,60.00,70.00,66.00
Carrot(Local),08/05/2023,100.00,120.00,110.00
Cauli Local,08/05/2023,70.00,80.00,76.67
Celery,08/05/2023,120.00,150.00,135.00
Chilli Dry,08/05/2023,450.00,500.00,475.00
Chilli Green,08/05/2023,70.00,80.00,75.00
Chilli Green(Akbare),08/05/2023,300.00,350.00,325.00
Chilli Green(Bullet),08/05/2023,70.00,80.00,76.67
Chilli Green(Machhe),08/05/2023,40.00,45.00,43.33
Christophine,08/05/2023,70.00,80.00,76.67
Clive Dry,08/05/2023,220.00,250.00,235.00
Coriander Green,08/05/2023,150.00,200.00,175.00
Cow pea(Long),08/05/2023,40.00,50.00,45.00
Cowpea(Short),08/05/2023,60.00,70.00,65.00
Cucumber(Hybrid),08/05/2023,15.00,20.00,18.33
Cucumber(Local),08/05/2023,40.00,50.00,45.00
